EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.569,0.0,5260000000.0,,16840000000.0,,11636000000.0,5204000000.0,,1.267,1997-12-31,-151000000.0,10105000000.0,10105000000.0,1133000000.0,313000000.0,4496000000.0,2.588,1998-02-17,0.0,0.0,0.0,0.364,0.0,2038000000.0,0.0,269000000.0,0.0,0.0,1770000000.0,1770000000.0,2039000000.0,2039000000.0,1770000000.0,0.116,0.116,0.106,-17000000.0,177838580424.0,29.0,25.592,1,1513000000.0,0.155,0.0,0.913,3272000000.0,637000000.0,0.0,0.0,2239000000.0,,3476000000.0,0.0,3476000000.0,0.0,-562000000.0,0.0,187943580424.0,-1346000000.0,0.0,-316000000.0,-2694000000.0,1664000000.0,-2543000000.0,1133000000.0,1126000000.0,1126000000.0,0.0,0.0,1609000000.0,1663000000.0,0.0,0.0,Q,7000000.0,48.602,14.349,15.226,51.052,14.349,0.314,1478000000.0,1997-12-31,627000000.0,,,,,3585000000.0,3585000000.0,0.368,982000000.0,0.0,1.0,19.297,12344000000.0,12344000000.0,9739270912.0,16840000000.0,1.729,0.0,631000000.0,MSFT,4496000000.0,867000000.0,1081000000.0,2020-01-29,9739270912.0,,7140000000.0
0.457,0.0,4854000000.0,,15366000000.0,,10838000000.0,4528000000.0,,1.075,1997-09-30,-117000000.0,9634000000.0,9634000000.0,663000000.0,253000000.0,3902000000.0,2.778,1997-10-29,0.0,0.0,0.0,0.34,0.0,1671000000.0,0.0,228000000.0,0.0,0.0,1202000000.0,1202000000.0,1430000000.0,1430000000.0,1202000000.0,0.063,0.063,0.063,-16000000.0,148297775929.0,27.0,23.942,1,1563000000.0,0.147,0.0,0.919,2877000000.0,539000000.0,0.0,0.0,1830000000.0,,2733000000.0,0.0,2733000000.0,0.0,-706000000.0,0.0,157931775929.0,255000000.0,-190000000.0,-234000000.0,-1191000000.0,1680000000.0,-884000000.0,663000000.0,656000000.0,656000000.0,0.0,0.0,1746000000.0,1131000000.0,0.0,0.0,Q,7000000.0,45.37,12.953,13.776,49.277,14.308,0.21,1484000000.0,1997-09-30,567000000.0,,,,,3130000000.0,3130000000.0,0.294,883000000.0,0.0,1.0,16.36,11464000000.0,11464000000.0,9653531536.0,15366000000.0,1.441,0.0,554000000.0,MSFT,3902000000.0,761000000.0,788000000.0,2020-01-29,10664000000.0,10664000000.0,6936000000.0
0.557,0.0,5288000000.0,,14387000000.0,,10373000000.0,4014000000.0,,1.015,1997-06-30,-173000000.0,8966000000.0,8966000000.0,1057000000.0,242000000.0,3610000000.0,2.873,1997-09-29,0.0,0.0,0.0,0.335,0.0,1418000000.0,0.0,143000000.0,0.0,0.0,1626000000.0,1626000000.0,1769000000.0,1769000000.0,1626000000.0,0.1,0.1,0.1,31000000.0,154124357936.0,29.0,26.252,1,897000000.0,0.084,0.0,0.924,2933000000.0,569000000.0,0.0,0.0,1811000000.0,,2346000000.0,0.0,2346000000.0,0.0,65000000.0,0.0,163090357936.0,-177000000.0,0.0,466000000.0,-1713000000.0,1070000000.0,-1540000000.0,1057000000.0,1050000000.0,1050000000.0,0.0,0.0,1354000000.0,1579000000.0,0.0,0.0,Q,7000000.0,47.424,14.359,15.133,51.102,15.537,0.331,1465000000.0,1997-06-30,516000000.0,,,,,3175000000.0,3175000000.0,0.299,838000000.0,0.0,1.0,16.813,10777000000.0,10777000000.0,9700541736.0,14387000000.0,1.355,0.0,466000000.0,MSFT,3610000000.0,721000000.0,980000000.0,2020-01-29,10616000000.0,10616000000.0,6763000000.0
0.533,0.0,4118000000.0,,12613000000.0,,10224000000.0,2389000000.0,,0.864,1997-03-31,-110000000.0,9086000000.0,9086000000.0,1042000000.0,297000000.0,3479000000.0,2.939,1997-05-15,0.0,0.0,0.0,0.381,0.0,1285000000.0,0.0,108000000.0,0.0,0.0,1603000000.0,1603000000.0,1711000000.0,1711000000.0,1603000000.0,0.099,0.099,0.099,-30000000.0,131262089745.0,29.0,25.707,1,1508000000.0,0.143,0.0,0.907,2911000000.0,561000000.0,0.0,0.0,48000000.0,,819000000.0,0.0,819000000.0,0.0,-1712000000.0,0.0,140348089745.0,786000000.0,0.0,-1463000000.0,631000000.0,1618000000.0,741000000.0,1042000000.0,1035000000.0,1035000000.0,0.0,0.0,1343000000.0,1568000000.0,0.0,0.0,Q,7000000.0,47.608,13.446,15.365,51.549,14.834,0.323,1371000000.0,1997-03-31,492000000.0,,,,,3208000000.0,3208000000.0,0.303,851000000.0,0.0,1.0,14.64,9134000000.0,9134000000.0,9586618152.0,12613000000.0,1.193,0.0,463000000.0,MSFT,3479000000.0,864000000.0,866000000.0,2020-01-29,10576000000.0,10576000000.0,6745000000.0
0.479,0.0,5121000000.0,,12786000000.0,,10442000000.0,2344000000.0,,0.924,1996-12-31,-117000000.0,9160000000.0,9160000000.0,741000000.0,296000000.0,3144000000.0,3.321,1997-02-14,0.0,0.0,0.0,0.326,0.0,1013000000.0,0.0,144000000.0,0.0,0.0,1140000000.0,1140000000.0,1284000000.0,1284000000.0,1140000000.0,0.071,0.071,0.071,-1000000.0,108592831232.0,29.0,24.414,1,1101000000.0,0.106,0.0,0.89,2384000000.0,399000000.0,0.0,0.0,482000000.0,,804000000.0,0.0,804000000.0,0.0,-228000000.0,0.0,117752831232.0,79000000.0,0.0,872000000.0,-2011000000.0,1218000000.0,-1894000000.0,741000000.0,740000000.0,740000000.0,0.0,0.0,1303000000.0,1081000000.0,0.0,0.0,Q,1000000.0,47.577,12.48,12.212,50.974,13.526,0.276,1322000000.0,1996-12-31,485000000.0,,,,,2680000000.0,2680000000.0,0.257,818000000.0,0.0,1.0,12.234,9642000000.0,9642000000.0,9625244200.0,12786000000.0,1.226,0.0,480000000.0,MSFT,3144000000.0,848000000.0,975000000.0,2020-01-29,10432000000.0,10432000000.0,7298000000.0
0.482,0.0,4057000000.0,,10740000000.0,,8232000000.0,2508000000.0,,0.703,1996-09-30,-99000000.0,7098000000.0,7098000000.0,614000000.0,250000000.0,2663000000.0,3.091,1996-11-14,0.0,0.0,0.0,0.476,0.0,651000000.0,0.0,162000000.0,0.0,0.0,945000000.0,945000000.0,1107000000.0,1107000000.0,945000000.0,0.059,0.059,0.059,6000000.0,82319985582.0,23.0,19.947,1,684000000.0,0.066,0.0,0.891,2045000000.0,331000000.0,0.0,0.0,979000000.0,,896000000.0,0.0,896000000.0,0.0,-482000000.0,800000000.0,89417985582.0,411000000.0,0.0,-376000000.0,4000000.0,783000000.0,103000000.0,614000000.0,614000000.0,614000000.0,0.0,0.0,1143000000.0,902000000.0,0.0,0.0,Q,0.0,38.709,9.991,12.288,41.564,10.817,0.268,1304000000.0,1996-09-30,432000000.0,,,,,2295000000.0,2295000000.0,0.222,711000000.0,0.0,1.0,9.352,7277000000.0,7277000000.0,9561503504.0,10740000000.0,1.037,0.0,514000000.0,MSFT,3463000000.0,887000000.0,855000000.0,2020-01-29,10352000000.0,10352000000.0,5569000000.0
0.445,0.0,3984000000.0,,10093000000.0,,7839000000.0,2254000000.0,,0.671,1996-06-30,-158000000.0,6940000000.0,6940000000.0,559000000.0,241000000.0,2425000000.0,3.233,1996-09-27,0.0,0.0,0.0,0.461,0.0,560000000.0,0.0,144000000.0,0.0,0.0,860000000.0,860000000.0,1004000000.0,1004000000.0,860000000.0,0.054,0.054,0.054,15000000.0,73180977138.0,22.0,18.964,1,755000000.0,0.073,0.0,0.893,2014000000.0,301000000.0,0.0,0.0,728000000.0,,0.0,0.0,0.0,0.0,-341000000.0,760000000.0,80120977138.0,-351000000.0,0.0,-232000000.0,-1032000000.0,913000000.0,-506000000.0,559000000.0,559000000.0,559000000.0,0.0,0.0,1204000000.0,810000000.0,0.0,0.0,Q,0.0,36.502,9.24,11.598,39.246,9.918,0.248,1326000000.0,1996-06-30,453000000.0,,,,,2255000000.0,2255000000.0,0.219,751000000.0,0.0,1.0,8.399,6908000000.0,6908000000.0,9539631152.0,10093000000.0,0.981,0.0,484000000.0,MSFT,3185000000.0,808000000.0,639000000.0,2020-01-29,10288000000.0,10288000000.0,5414000000.0
0.478,0.0,3917000000.0,,9590000000.0,,7696000000.0,1894000000.0,,0.645,1996-03-31,-132000000.0,6770000000.0,6770000000.0,562000000.0,295000000.0,2264000000.0,3.399,1996-05-15,0.0,0.0,0.0,0.454,0.0,545000000.0,0.0,189000000.0,0.0,0.0,864000000.0,864000000.0,1053000000.0,1053000000.0,864000000.0,0.055,0.055,0.055,-21000000.0,63596078079.0,21.0,18.338,1,773000000.0,0.076,0.0,0.866,1910000000.0,302000000.0,0.0,33000000.0,556000000.0,,0.0,0.0,0.0,0.0,-117000000.0,731000000.0,70366078079.0,635000000.0,0.0,55000000.0,-325000000.0,905000000.0,-139000000.0,562000000.0,562000000.0,562000000.0,0.0,0.0,1136000000.0,774000000.0,0.0,0.0,Q,0.0,35.113,8.755,10.67,37.506,9.352,0.255,1281000000.0,1996-03-31,364000000.0,,,,,2205000000.0,2205000000.0,0.216,772000000.0,0.0,1.0,7.351,6595000000.0,6595000000.0,9571988176.0,9590000000.0,0.938,0.0,616000000.0,MSFT,2995000000.0,652000000.0,681000000.0,2020-01-29,10224000000.0,10224000000.0,5432000000.0
0.439,0.0,3895000000.0,,9106000000.0,,7103000000.0,2003000000.0,,0.605,1995-12-31,-88000000.0,6017000000.0,6017000000.0,575000000.0,330000000.0,2241000000.0,3.17,1996-02-13,0.0,0.0,0.0,0.473,0.0,495000000.0,0.0,78000000.0,0.0,0.0,885000000.0,885000000.0,963000000.0,963000000.0,885000000.0,0.056,0.056,0.056,0.0,53157643912.0,19.0,17.276,1,1313000000.0,0.129,0.0,0.85,1865000000.0,310000000.0,0.0,108000000.0,848000000.0,,0.0,0.0,0.0,0.0,-268000000.0,685000000.0,59174643912.0,417000000.0,0.0,-255000000.0,-729000000.0,1401000000.0,-536000000.0,575000000.0,575000000.0,575000000.0,0.0,0.0,1079000000.0,786000000.0,0.0,0.0,Q,0.0,32.195,7.976,9.575,34.399,8.567,0.262,1297000000.0,1995-12-31,313000000.0,,,,,2195000000.0,2195000000.0,0.215,766000000.0,0.0,1.0,6.226,6180000000.0,6180000000.0,9504058448.0,9106000000.0,0.892,0.0,680000000.0,MSFT,2926000000.0,651000000.0,771000000.0,2020-01-29,10208000000.0,10208000000.0,4862000000.0
0.416,0.0,3567000000.0,,8160000000.0,,6417000000.0,1743000000.0,,0.56,1995-09-30,-116000000.0,5064000000.0,5064000000.0,499000000.0,322000000.0,1759000000.0,3.648,1995-11-14,0.0,0.0,0.0,0.422,0.0,307000000.0,0.0,69000000.0,0.0,0.0,770000000.0,770000000.0,839000000.0,839000000.0,770000000.0,0.049,0.049,0.049,1000000.0,50612754694.0,21.0,18.492,1,384000000.0,0.037,0.0,0.84,1694000000.0,271000000.0,0.0,125000000.0,1337000000.0,,0.0,0.0,0.0,0.0,-31000000.0,662000000.0,55676754694.0,-57000000.0,0.0,27000000.0,-584000000.0,500000000.0,-370000000.0,499000000.0,499000000.0,499000000.0,0.0,0.0,986000000.0,708000000.0,0.0,0.0,Q,0.0,34.032,8.303,9.701,36.265,8.971,0.248,1265000000.0,1995-09-30,302000000.0,,,,,2016000000.0,2016000000.0,0.197,684000000.0,0.0,1.0,5.875,5739000000.0,5739000000.0,9476894416.0,8160000000.0,0.797,0.0,522000000.0,MSFT,2421000000.0,621000000.0,1052000000.0,2020-01-29,10240000000.0,10240000000.0,4658000000.0
0.378,0.0,3328000000.0,,7210000000.0,,5620000000.0,1590000000.0,,0.524,1995-06-30,-223000000.0,4750000000.0,4750000000.0,368000000.0,234000000.0,1347000000.0,4.172,1995-09-25,0.0,0.0,0.0,0.352,0.0,0.0,0.0,66000000.0,0.0,0.0,547000000.0,547000000.0,613000000.0,613000000.0,547000000.0,0.036,0.036,0.036,-9000000.0,48481380870.0,22.0,19.902,1,289000000.0,0.028,0.0,0.856,1387000000.0,179000000.0,0.0,88000000.0,1113000000.0,,0.0,0.0,0.0,0.0,88000000.0,530000000.0,53231380870.0,766000000.0,0.0,144000000.0,110000000.0,512000000.0,472000000.0,368000000.0,368000000.0,368000000.0,0.0,0.0,855000000.0,532000000.0,0.0,0.0,Q,0.0,36.635,8.966,9.982,38.892,9.529,0.227,1192000000.0,1995-06-30,264000000.0,,,,,1621000000.0,1621000000.0,0.159,591000000.0,0.0,1.0,5.639,5333000000.0,5333000000.0,9439234112.0,7210000000.0,0.709,0.0,410000000.0,MSFT,1877000000.0,563000000.0,581000000.0,2020-01-29,10176000000.0,10176000000.0,4273000000.0
0.417,0.0,3068000000.0,,6592000000.0,,5287000000.0,1305000000.0,,0.492,1995-03-31,-102000000.0,4465000000.0,4465000000.0,396000000.0,235000000.0,1185000000.0,4.462,1995-05-12,0.0,0.0,0.0,0.337,0.0,0.0,0.0,70000000.0,0.0,0.0,592000000.0,592000000.0,662000000.0,662000000.0,592000000.0,0.039,0.039,0.039,26000000.0,42825447523.0,20.0,17.559,1,541000000.0,0.054,0.0,0.852,1352000000.0,196000000.0,0.0,87000000.0,942000000.0,,0.0,0.0,0.0,0.0,15000000.0,477000000.0,47290447523.0,262000000.0,0.0,60000000.0,-441000000.0,643000000.0,-338000000.0,396000000.0,396000000.0,396000000.0,0.0,0.0,803000000.0,549000000.0,0.0,0.0,Q,0.0,32.682,8.431,9.592,34.568,9.012,0.25,1027000000.0,1995-03-31,219000000.0,,,,,1587000000.0,1587000000.0,0.158,584000000.0,0.0,1.0,5.047,4930000000.0,4930000000.0,9370243472.0,6592000000.0,0.658,0.0,385000000.0,MSFT,1662000000.0,524000000.0,580000000.0,2020-01-29,10016000000.0,10016000000.0,4102000000.0
0.42,0.0,2744000000.0,,5961000000.0,,4696000000.0,1265000000.0,,0.444,1994-12-31,-103000000.0,3839000000.0,3839000000.0,373000000.0,222000000.0,1096000000.0,4.285,1995-02-14,0.0,0.0,0.0,0.342,0.0,0.0,0.0,66000000.0,0.0,0.0,557000000.0,557000000.0,623000000.0,623000000.0,557000000.0,0.037,0.037,0.037,-4000000.0,32127412711.0,16.0,14.394,1,342000000.0,0.034,0.0,0.85,1260000000.0,184000000.0,0.0,117000000.0,1026000000.0,,0.0,0.0,0.0,0.0,-259000000.0,422000000.0,35966412711.0,-405000000.0,0.0,-220000000.0,-630000000.0,445000000.0,-472000000.0,373000000.0,373000000.0,373000000.0,0.0,0.0,740000000.0,520000000.0,0.0,0.0,Q,0.0,27.518,6.83,8.095,29.299,7.344,0.252,977000000.0,1994-12-31,199000000.0,,,,,1482000000.0,1482000000.0,0.148,541000000.0,0.0,1.0,3.868,4443000000.0,4443000000.0,9299654224.0,5961000000.0,0.596,0.0,364000000.0,MSFT,1518000000.0,431000000.0,591000000.0,2020-01-29,10000000000.0,10000000000.0,3600000000.0
0.431,0.0,2824000000.0,,5637000000.0,,4554000000.0,1083000000.0,,0.445,1994-09-30,-67000000.0,3776000000.0,3776000000.0,316000000.0,186000000.0,1004000000.0,4.536,1994-11-16,0.0,0.0,0.0,0.272,0.0,0.0,0.0,67000000.0,0.0,0.0,471000000.0,471000000.0,538000000.0,538000000.0,471000000.0,0.032,0.032,0.032,-4000000.0,33857658927.0,18.0,,1,323000000.0,0.032,0.0,0.851,1061000000.0,155000000.0,0.0,108000000.0,857000000.0,,0.0,0.0,0.0,0.0,-161000000.0,203000000.0,37633658927.0,-147000000.0,0.0,-122000000.0,-415000000.0,390000000.0,-313000000.0,316000000.0,316000000.0,316000000.0,0.0,0.0,624000000.0,437000000.0,0.0,0.0,Q,0.0,30.772,7.66,8.495,32.31,8.181,0.253,936000000.0,1994-09-30,178000000.0,,,,,1247000000.0,1247000000.0,0.125,446000000.0,0.0,1.0,4.039,4430000000.0,4430000000.0,9318145200.0,5637000000.0,0.566,0.0,369000000.0,MSFT,1207000000.0,354000000.0,527000000.0,2020-01-29,9952000000.0,9952000000.0,3550000000.0
0.431,0.0,2824000000.0,,5637000000.0,,4554000000.0,1083000000.0,,0.445,1994-09-30,-67000000.0,3776000000.0,3776000000.0,316000000.0,186000000.0,1004000000.0,4.536,1994-11-14,0.0,0.0,0.0,0.272,0.0,0.0,0.0,67000000.0,0.0,0.0,471000000.0,471000000.0,538000000.0,538000000.0,471000000.0,0.032,0.032,0.032,-4000000.0,33787772838.0,18.0,,1,323000000.0,0.032,0.0,0.851,1061000000.0,155000000.0,0.0,108000000.0,857000000.0,,0.0,0.0,0.0,0.0,-161000000.0,203000000.0,37563772838.0,-147000000.0,0.0,-122000000.0,-415000000.0,390000000.0,-313000000.0,316000000.0,316000000.0,316000000.0,0.0,0.0,624000000.0,437000000.0,0.0,0.0,Q,0.0,30.714,7.646,8.479,32.25,8.166,0.253,936000000.0,1994-09-30,178000000.0,,,,,1247000000.0,1247000000.0,0.125,446000000.0,0.0,1.0,4.031,4430000000.0,4430000000.0,9318145200.0,5637000000.0,0.566,0.0,369000000.0,MSFT,1207000000.0,354000000.0,527000000.0,2020-01-29,9952000000.0,9952000000.0,3550000000.0
0.476,0.0,2950000000.0,,5363000000.0,,4312000000.0,1051000000.0,,0.452,1994-06-30,-87000000.0,3614000000.0,3614000000.0,362000000.0,211000000.0,913000000.0,4.723,1994-09-27,0.0,0.0,0.0,0.205,0.0,0.0,0.0,76000000.0,0.0,0.0,540000000.0,540000000.0,616000000.0,616000000.0,540000000.0,0.037,0.037,0.037,-7000000.0,29175541147.0,17.0,14.893,1,418000000.0,0.042,0.0,0.837,1082000000.0,178000000.0,0.0,102000000.0,836000000.0,,0.0,0.0,0.0,0.0,50000000.0,0.0,32789541147.0,332000000.0,0.0,92000000.0,-265000000.0,505000000.0,-146000000.0,362000000.0,362000000.0,362000000.0,0.0,0.0,564000000.0,518000000.0,0.0,0.0,Q,0.0,28.612,7.053,7.368,30.182,7.413,0.28,930000000.0,1994-06-30,170000000.0,,,,,1293000000.0,1293000000.0,0.131,424000000.0,0.0,1.0,3.531,4450000000.0,4450000000.0,9285533776.0,5363000000.0,0.544,0.0,305000000.0,MSFT,913000000.0,324000000.0,475000000.0,2020-01-29,9856000000.0,9856000000.0,3399000000.0
0.366,0.0,2639000000.0,,4926000000.0,,3912000000.0,1014000000.0,,0.412,1994-03-31,-69000000.0,3143000000.0,3143000000.0,256000000.0,208000000.0,914000000.0,4.28,1994-05-03,0.0,0.0,0.0,0.228,0.0,0.0,0.0,73000000.0,0.0,0.0,382000000.0,382000000.0,455000000.0,455000000.0,382000000.0,0.026,0.026,0.026,5000000.0,23780138000.0,,,1,354000000.0,0.036,0.0,0.833,1036000000.0,126000000.0,0.0,131000000.0,869000000.0,,0.0,0.0,0.0,0.0,-44000000.0,0.0,26923138000.0,196000000.0,0.0,1000000.0,-228000000.0,423000000.0,-146000000.0,256000000.0,256000000.0,256000000.0,0.0,0.0,676000000.0,360000000.0,0.0,0.0,Q,0.0,,,6.711,,,0.206,918000000.0,1994-03-31,156000000.0,,,,,1244000000.0,1244000000.0,0.128,400000000.0,0.0,1.0,2.922,4012000000.0,4012000000.0,9214336000.0,4926000000.0,0.506,0.0,219000000.0,MSFT,914000000.0,296000000.0,522000000.0,2020-01-29,9728000000.0,9728000000.0,2998000000.0
